"tx","ty","tz","r","g","b","a","scale","shape",
"0.16214113","0.43952763","0.018112458","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.23711331","0.08844214","0.019073777","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.24401006","0.10803688","0.020340277","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.93037295","0.19894789","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8961575","0.2051968","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9258143","0.600475","0.0023498894","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.892566","0.35062397","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.96252435","0.3270875","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8488853","0.21146014","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9100324","0.36418182","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.898302","0.3720154","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.83734995","0.5673358","0.0081940945","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.92928874","0.6056906","0.00202945","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9171803","0.100641266","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9520661","0.23155707","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9594528","0.36346483","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9576574","0.12889913","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.95440155","0.1726592","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.1699746","0.6594107","0.02636759","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.14775091","0.7792418","0.0212253","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9189717","0.047080223","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9867095","0.48133078","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8416744","0.320828","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.42579046","0.8147422","0.026260776","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.2531108","0.042980067","0.015884642","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.92982805","0.33491394","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.5499838","0.85034496","0.017593652","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8760506","0.5701512","0.0060730907","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8789823","0.07609975","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9878566","0.6534862","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.31035233","0.79515934","0.030487526","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.33750442","0.8070315","0.029739834","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.14923231","0.49477884","0.01870756","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.89112365","0.3054616","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8589856","0.45119014","0.004592966","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8730918","0.30711073","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.95305187","0.28936824","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.98878103","0.50684446","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.18311496","0.3375627","0.019394217","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.94828033","0.2506989","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.87756306","0.08762142","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9379672","0.63281935","0.0011749447","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8520578","0.83252406","0.0033722438","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8667612","0.33123153","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.94229776","0.36196604","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.22703652","0.28027287","0.022659648","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8701048","0.14828159","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.7084078","0.8598366","0.008636607","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.97053343","0.74873096","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9637254","0.33730316","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.74098724","0.85609573","0.0073853666","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.85623336","0.06440045","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.985124","0.4975461","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8348867","0.8343088","0.003952087","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.94649947","0.32129458","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.82091486","0.8566063","0.0040589","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9198595","0.37689623","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9837054","0.32173812","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9176914","0.4914918","0.002777142","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.94410574","0.13682643","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9607064","0.4707546","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.94125766","0.56553876","0.0014953841","0.5647059","0.85490197","0.93333334","1","1","1","1"
